manufacturer,name,speed,glide,turn,fade,diameter,height,rim_depth,rim_width,bead,stability,link
Infinite Discs,Sphinx,9.0,6.0,-3.0,1.0,21.1 cm,1.4 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Infinite-Discs-Sphinx
Infinite Discs,Scepter,9.0,4.0,0.0,4.0,21.2 cm,1.4 cm,1.1 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Infinite-Discs-Scepter
Infinite Discs,Exodus,7.0,5.0,-0.5,2.0,21.1 cm,1.8 cm,1.1 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Infinite-Discs-Exodus
Infinite Discs,Centurion,7.0,5.0,-1.0,1.5,21.2 cm,1.6 cm,1.1 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Infinite-Discs-Centurion
Infinite Discs,Slab,12.0,3.0,0.0,4.0,21.2 cm,1.6 cm,1.2 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Infinite-Discs-Slab
Infinite Discs,Aztec,10.0,5.0,-1.0,2.0,21.1 cm,1.5 cm,1.1 cm,2.1 cm,Beadless,Stable,https://infinitediscs.com/Infinite-Discs-Aztec
Infinite Discs,Emperor,12.0,5.0,-1.0,2.5,21.1 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Infinite-Discs-Emperor
Infinite Discs,Pharaoh,13.0,6.0,-1.0,2.0,21.1 cm,1.4 cm,1.1 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Infinite-Discs-Pharaoh
Infinite Discs,Chariot,5.0,5.0,0.0,1.0,21.7 cm,1.7 cm,1.4 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Infinite-Discs-Chariot
Innova,VRoc,4.0,4.0,0.0,2.0,21.8 cm,2.0 cm,1.3 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Innova-VRoc
Innova,VCobra,5.0,5.0,-1.0,2.0,21.7 cm,2.0 cm,1.1 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-VCobra
Innova,Super Stingray,4.0,5.0,-1.0,1.0,21.7 cm,1.8 cm,1.3 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/Innova-Super-Stingray
Innova,Stingray,4.0,5.0,-3.0,1.0,21.7 cm,1.8 cm,1.1 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/Innova-Stingray
Innova,Shark,4.0,4.0,0.0,2.0,21.7 cm,2.1 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Shark
Innova,Skeeter,5.0,5.0,-1.0,1.0,21.2 cm,1.9 cm,1.3 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Skeeter
Innova,Shark3,5.0,4.0,0.0,2.0,21.7 cm,2.1 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Shark3
Innova,Scorpion,5.0,5.0,-1.0,2.0,22.5 cm,2.1 cm,1.2 cm,1.7 cm,Beaded,Stable,https://infinitediscs.com/Innova-Scorpion
Innova,RocX3,5.0,4.0,0.0,3.5,21.8 cm,2.0 cm,1.4 cm,1.4 cm,Beaded,Very Overstable,https://infinitediscs.com/Innova-RocX3
Innova,Roc3,5.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Roc3
Innova,Spider,5.0,3.0,0.0,1.0,21.2 cm,1.7 cm,1.4 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Spider
Innova,Roc +,4.0,5.0,0.0,2.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Roc-
Innova,Ram,6.0,4.0,1.0,4.0,21.7 cm,1.9 cm,1.3 cm,1.8 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Ram
Innova,Rat,4.0,2.0,0.0,3.0,21.2 cm,1.7 cm,1.4 cm,1.1 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Rat
Innova,Beast,10.0,5.0,-2.0,2.0,21.2 cm,1.4 cm,1.1 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Innova-Beast
Innova,Archon,11.0,5.0,-2.0,2.0,21.1 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Archon
Innova,Ape,13.0,5.0,0.0,4.0,21.1 cm,1.5 cm,1.2 cm,2.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Ape
Innova,Wahoo,12.0,6.0,-2.0,2.0,21.0 cm,2.0 cm,1.2 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Innova-Wahoo
Innova,Wraith,11.0,5.0,-1.0,3.0,21.1 cm,1.4 cm,1.2 cm,2.1 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Wraith
Innova,X-Caliber,12.0,5.0,0.0,4.0,21.1 cm,1.6 cm,1.2 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-X-Caliber
Innova,Archangel,8.0,6.0,-4.0,1.0,21.1 cm,1.6 cm,1.5 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Innova-Archangel
Innova,Banshee,7.0,3.0,0.0,3.0,21.2 cm,1.5 cm,1.2 cm,1.8 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Banshee
Innova,Cheetah,6.0,4.0,-2.0,2.0,21.1 cm,1.9 cm,1.2 cm,1.6 cm,Beadless,Stable,https://infinitediscs.com/Innova-Cheetah
Innova,Dragon,8.0,5.0,-2.0,2.0,21.0 cm,1.9 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Innova-Dragon
Innova,Eagle,7.0,4.0,-1.0,3.0,21.2 cm,1.6 cm,1.2 cm,1.7 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Eagle
Innova,Firebird,9.0,3.0,0.0,4.0,21.1 cm,1.4 cm,1.2 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Firebird
Innova,FL,9.0,3.0,0.0,2.0,21.1 cm,1.7 cm,1.2 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Firebird-FL
Innova,Gargoyle,6.0,3.0,-1.0,2.0,21.2 cm,2.0 cm,1.2 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-Gargoyle
Innova,Gazelle,6.0,4.0,0.0,2.0,21.2 cm,1.8 cm,1.2 cm,1.6 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Gazelle
Innova,Leopard,6.0,5.0,-2.0,1.0,21.2 cm,1.6 cm,1.1 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Leopard
Innova,Leopard3,7.0,5.0,-2.0,1.0,21.2 cm,1.6 cm,1.1 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Leopard3
Innova,Boss,13.0,5.0,0.0,3.0,21.1 cm,1.5 cm,1.2 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Boss
Innova,Colossus,14.0,5.0,-2.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.5 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Colossus
Innova,Corvette,14.0,6.0,-1.0,2.0,21.0 cm,1.8 cm,1.2 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Corvette
Innova,Daedalus,13.0,6.0,-4.0,2.0,21.1 cm,1.5 cm,1.2 cm,2.3 cm,Beadless,Understable,https://infinitediscs.com/Innova-Daedalus
Innova,TeeRex,11.0,4.0,0.0,4.0,21.1 cm,1.7 cm,1.2 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-TeeRex
Innova,TeeDevil,12.0,5.0,-1.0,2.0,21.2 cm,1.6 cm,1.2 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-TeeDevil
Innova,Starfire,10.0,5.0,-1.0,2.0,21.2 cm,1.4 cm,1.1 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Starfire
Innova,SL,10.0,5.0,-1.0,2.0,21.1 cm,1.7 cm,1.1 cm,2.0 cm,Beadless,Stable,https://infinitediscs.com/Innova-SL
Innova,Shryke,13.0,6.0,-2.0,2.0,21.0 cm,1.7 cm,1.2 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Shryke
Innova,Orc,10.0,4.0,-1.0,3.0,21.2 cm,1.9 cm,1.2 cm,2.0 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Orc
Innova,Mystere,11.0,6.0,-2.0,2.0,21.1 cm,1.6 cm,1.1 cm,2.1 cm,Beadless,Stable,https://infinitediscs.com/Innova-Mystere
Innova,Monster,10.0,3.0,0.0,5.0,21.2 cm,1.4 cm,1.2 cm,2.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Monster
Innova,Pegasus,7.0,4.0,-1.0,3.0,21.1 cm,1.7 cm,1.1 cm,1.7 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Pegasus
Innova,Monarch,10.0,5.0,-4.0,1.0,21.1 cm,1.6 cm,1.2 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Innova-Monarch
Innova,Mamba,11.0,6.0,-5.0,1.0,21.1 cm,1.7 cm,1.1 cm,2.1 cm,Beadless,Understable,https://infinitediscs.com/Innova-Mamba
Innova,Krait,11.0,5.0,-1.0,2.0,21.2 cm,2.3 cm,1.2 cm,2.3 cm,Beadless,Stable,https://infinitediscs.com/Innova-Krait
Innova,Katana,13.0,5.0,-3.0,3.0,21.2 cm,1.8 cm,1.2 cm,2.5 cm,Beadless,Understable,https://infinitediscs.com/Innova-Katana
Innova,Invictus,11.0,4.0,0.0,3.0,21.2 cm,1.5 cm,1.2 cm,2.1 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Invictus
Innova,Groove,13.0,6.0,-2.0,2.0,21.1 cm,1.7 cm,1.2 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-Groove
Innova,Firestorm,14.0,4.0,0.0,3.0,21.1 cm,1.5 cm,1.1 cm,2.3 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Firestorm
Innova,Dominator,13.0,5.0,-1.0,2.0,21.1 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-Dominator
Innova,Destroyer,12.0,5.0,-1.0,3.0,21.1 cm,1.4 cm,1.2 cm,2.2 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Destroyer
Innova,Max,11.0,3.0,0.0,5.0,21.2 cm,1.9 cm,1.2 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Max
Innova,Roc,4.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Roc
Innova,Python,7.0,3.0,-1.0,2.0,21.7 cm,1.7 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-Python
Innova,Raven,6.0,4.0,-2.0,2.0,21.7 cm,1.9 cm,1.2 cm,1.6 cm,Beaded,Stable,https://infinitediscs.com/Innova-Raven
Innova,Cro,5.0,3.0,0.0,2.0,21.2 cm,2.0 cm,1.4 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Cro
Innova,Croc,5.5,2.0,0.0,5.0,21.1 cm,2.0 cm,1.4 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Croc
Innova,Foxbat,5.0,6.0,-1.0,0.0,21.7 cm,2.2 cm,1.4 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Innova-Foxbat
Innova,Gator,5.0,2.0,0.0,3.0,21.2 cm,1.9 cm,1.4 cm,1.3 cm,Beaded,Very Overstable,https://infinitediscs.com/Innova-Gator
Innova,Gator3,5.0,2.0,0.0,3.0,21.2 cm,1.8 cm,1.4 cm,1.5 cm,Beaded,Very Overstable,https://infinitediscs.com/Innova-Gator3
Innova,Griffin,5.0,3.0,1.0,3.0,21.2 cm,2.0 cm,1.3 cm,1.7 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Griffin
Innova,Jaguar,5.5,6.0,-3.0,2.0,24.1 cm,1.7 cm,1.7 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Jaguar
Innova,King Cobra,4.0,5.0,0.0,2.0,21.7 cm,2.0 cm,1.1 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Innova-King-Cobra
Innova,Kite,5.0,6.0,-3.0,1.0,21.2 cm,1.9 cm,1.3 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Kite
Innova,Lion,5.0,4.0,0.0,2.0,21.7 cm,1.7 cm,1.4 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Lion
Innova,Lycan,4.0,5.0,0.0,1.0,21.8 cm,2.1 cm,1.4 cm,1.5 cm,Beadless,Stable,https://infinitediscs.com/Innova-Lycan
Innova,Makani,2.0,7.0,-2.0,0.0,24.2 cm,2.7 cm,1.7 cm,0.7 cm,Beadless,Understable,https://infinitediscs.com/Innova-Makani
Innova,Mako,4.0,5.0,0.0,0.0,21.7 cm,2.1 cm,1.4 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Mako
Innova,Mako3,5.0,4.0,0.0,0.0,21.7 cm,2.1 cm,1.4 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Mako3
Innova,Manta,5.0,5.0,-3.0,1.0,21.8 cm,1.9 cm,1.2 cm,1.4 cm,Beadless,Understable,https://infinitediscs.com/Innova-Manta
Innova,Panther,5.0,4.0,-2.0,1.0,21.2 cm,1.9 cm,1.2 cm,1.3 cm,Beadless,Understable,https://infinitediscs.com/Innova-Panther
Innova,Rancho Roc,4.0,4.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Rancho-Roc
Innova,Coyote,4.0,5.0,0.0,1.0,21.7 cm,1.9 cm,1.3 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Coyote
Innova,Condor,3.0,4.0,0.0,2.0,24.1 cm,2.2 cm,1.6 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Condor
Innova,Commander,5.0,3.0,0.0,4.0,21.8 cm,2.2 cm,1.2 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Commander
Innova,Cobra,4.0,5.0,-2.0,2.0,21.7 cm,2.0 cm,1.1 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Cobra
Innova,Roadrunner,9.0,5.0,-4.0,1.0,21.1 cm,1.4 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Innova-Roadrunner
Innova,Savant,9.0,5.0,-1.0,2.0,21.1 cm,1.6 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-Savant
Innova,Sidewinder,9.0,5.0,-3.0,1.0,21.1 cm,1.4 cm,1.2 cm,1.8 cm,Beadless,Understable,https://infinitediscs.com/Innova-Sidewinder
Innova,TeeBird,7.0,5.0,0.0,2.0,21.1 cm,1.6 cm,1.2 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Innova-TeeBird
Innova,TeeBird +,7.0,5.0,0.0,2.0,21.2 cm,1.5 cm,1.1 cm,1.7 cm,Beadless,Overstable,https://infinitediscs.com/Innova-TeeBird-
Innova,TeeBird3,8.0,4.0,0.0,2.0,21.2 cm,1.5 cm,1.1 cm,1.7 cm,Beadless,Stable,https://infinitediscs.com/Innova-TeeBird3
Innova,Thunderbird,9.0,5.0,0.0,2.0,21.2 cm,1.6 cm,1.1 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Thunderbird
Innova,TL,7.0,5.0,0.0,1.0,21.1 cm,1.6 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Innova-TL
Innova,Wedge,4.0,3.0,-3.0,1.0,21.2 cm,1.7 cm,1.2 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Innova-Wedge
Innova,TL3,8.0,4.0,0.0,1.0,21.1 cm,1.6 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Innova-TL3
Innova,Viking,9.0,4.0,-1.0,2.0,21.2 cm,1.4 cm,1.1 cm,1.9 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Viking
Innova,Viper,6.0,4.0,1.0,5.0,21.7 cm,2.0 cm,1.3 cm,1.6 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Viper
Innova,Whippet,6.0,3.0,1.0,5.0,21.2 cm,1.9 cm,1.3 cm,1.7 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Whippet
Innova,Atlas,5.0,5.0,0.0,1.0,21.8 cm,1.7 cm,1.4 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-Atlas
Innova,Avatar,1.0,1.0,1.0,1.0,21.7 cm,1.8 cm,1.4 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/Innova-Avatar
Innova,Barracuda,5.0,4.0,-2.0,3.0,22.5 cm,1.7 cm,1.2 cm,1.6 cm,Beaded,Stable,https://infinitediscs.com/Innova-Barracuda
Innova,Bulldog,4.0,3.0,0.0,2.0,21.1 cm,2.0 cm,1.6 cm,1.3 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Bulldog
Innova,Caiman,5.0,2.0,0.0,4.0,21.1 cm,1.7 cm,1.4 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Caiman
Innova,Valkyrie,9.0,4.0,-2.0,2.0,21.1 cm,1.4 cm,1.2 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Innova-Valkyrie
Innova,Wolf,4.0,3.0,-4.0,1.0,21.8 cm,1.6 cm,1.1 cm,1.2 cm,Beadless,Understable,https://infinitediscs.com/Innova-Wolf
Innova,Vulcan,13.0,5.0,-4.0,2.0,21.2 cm,1.4 cm,1.1 cm,2.4 cm,Beadless,Understable,https://infinitediscs.com/Innova-Vulcan
Innova,Ace,2.0,3.0,-2.0,1.0,21.1 cm,1.6 cm,1.2 cm,1.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Ace
Innova,Aviar,2.0,3.0,0.0,1.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-Aviar
Innova,Aviar Classic,2.0,3.0,0.0,0.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-Aviar-Classic
Innova,Aviar Driver,2.0,3.0,0.0,2.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Aviar-Driver
Innova,Tern,12.0,6.0,-2.0,2.0,21.1 cm,1.7 cm,1.1 cm,2.3 cm,Beadless,Understable,https://infinitediscs.com/Innova-Tern
Innova,Wombat3,5.0,6.0,-1.0,0.0,21.8 cm,2.2 cm,1.4 cm,1.4 cm,Beaded,Understable,https://infinitediscs.com/Innova-Wombat3
Innova,Aviar Yeti,2.0,3.0,0.0,1.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beaded,Stable,https://infinitediscs.com/Innova-Aviar-Yeti
Innova,Aviar-X (JK),2.0,3.0,0.0,2.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Aviar-X-(JK)
Innova,Aero,3.0,6.0,0.0,0.0,22.2 cm,2.5 cm,1.0 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Innova-Aero
Innova,Wombat,5.0,6.0,-1.0,1.0,21.8 cm,2.2 cm,1.4 cm,1.4 cm,Beaded,Understable,https://infinitediscs.com/Innova-Wombat
Innova,Aviar3,3.0,2.0,0.0,2.0,21.2 cm,1.9 cm,1.5 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Aviar3
Innova,AviarX3,3.0,2.0,0.0,3.0,21.3 cm,1.8 cm,1.6 cm,1.0 cm,Beadless,Overstable,https://infinitediscs.com/Innova-AviarX3
Innova,Birdie,1.0,2.0,0.0,0.0,21.1 cm,2.3 cm,1.9 cm,0.7 cm,Beadless,Stable,https://infinitediscs.com/Innova-Birdie
Innova,Bullfrog,3.0,1.0,0.0,1.0,21.1 cm,1.8 cm,1.3 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Innova-Bullfrog
Innova,Classic Roc,3.0,3.0,0.0,2.0,21.2 cm,2.0 cm,1.2 cm,0.9 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Classic-Roc
Innova,Colt,3.0,3.0,-1.0,1.0,21.2 cm,1.9 cm,1.1 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-Colt
Innova,Dart,3.0,4.0,0.0,0.0,21.2 cm,2.2 cm,1.4 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Dart
Innova,Coupe,2.0,3.0,-1.0,1.0,21.2 cm,2.0 cm,1.3 cm,0.9 cm,Beaded,Stable,https://infinitediscs.com/Innova-Coupe
Innova,Firefly,2.0,3.0,0.0,1.0,21.1 cm,2.1 cm,1.5 cm,1.0 cm,Beadless,Stable,https://infinitediscs.com/Innova-Firefly
Innova,Hawg,2.0,1.0,0.0,3.5,21.2 cm,2.0 cm,1.3 cm,1.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Hawg
Innova,Zephyr,2.0,3.0,0.0,0.0,24.1 cm,2.7 cm,1.7 cm,0.7 cm,Beadless,Stable,https://infinitediscs.com/Innova-Zephyr
Innova,XD +,3.0,4.0,-1.0,1.0,21.2 cm,2.1 cm,1.1 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-XD-
Innova,XD,3.0,4.0,-1.0,1.0,21.2 cm,2.1 cm,1.1 cm,0.9 cm,Beadless,Stable,https://infinitediscs.com/Innova-XD
Innova,Whale,2.0,3.0,0.0,1.0,21.1 cm,2.0 cm,1.5 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Innova-Whale
Innova,Wedge,4.0,3.0,-3.0,1.0,21.2 cm,1.7 cm,1.2 cm,1.0 cm,Beadless,Understable,https://infinitediscs.com/Innova-Wedge
Innova,Warhog,3.0,3.0,0.0,1.0,21.2 cm,2.2 cm,1.4 cm,1.4 cm,Beadless,Stable,https://infinitediscs.com/Innova-Warhog
Innova,Stud,3.0,3.0,0.0,2.0,21.2 cm,1.9 cm,1.3 cm,1.1 cm,Beaded,Stable,https://infinitediscs.com/Innova-Stud
Innova,Sonic,1.0,2.0,-4.0,0.0,21.6 cm,2.3 cm,1.6 cm,0.6 cm,Beadless,Understable,https://infinitediscs.com/Innova-Sonic
Innova,Rhyno,2.0,1.0,0.0,3.0,21.3 cm,1.9 cm,1.3 cm,1.0 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Rhyno
Innova,Polecat,1.0,3.0,0.0,0.0,21.3 cm,2.3 cm,1.6 cm,0.7 cm,Beadless,Stable,https://infinitediscs.com/Innova-Polecat
Innova,Pig,3.0,1.0,0.0,3.0,21.2 cm,2.1 cm,1.4 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Pig
Innova,Nova,2.0,3.0,0.0,0.0,21.3 cm,2.7 cm,1.5 cm,1.1 cm,Beadless,Stable,https://infinitediscs.com/Innova-Nova
Innova,Mirage,3.0,4.0,-3.0,0.0,21.2 cm,1.9 cm,1.2 cm,1.1 cm,Beaded,Understable,https://infinitediscs.com/Innova-Mirage
Innova,KC Aviar,2.0,3.0,0.0,2.0,21.2 cm,2.0 cm,1.5 cm,0.9 cm,Beaded,Overstable,https://infinitediscs.com/Innova-Aviar-KC-Pro
Innova,Hydra,3.0,3.0,0.0,2.0,21.1 cm,2.0 cm,1.4 cm,1.4 cm,Beadless,Overstable,https://infinitediscs.com/Innova-Hydra
Innova,Hammer,2.0,2.0,-1.0,2.0,21.7 cm,2.1 cm,1.1 cm,1.2 cm,Beadless,Stable,https://infinitediscs.com/Innova-Hammer
Innova,Croc,5.5,2.0,0.0,5.0,21.1 cm,2.0 cm,1.4 cm,1.4 cm,Beadless,Very Overstable,https://infinitediscs.com/Innova-Croc
Kastaplast,Rask,14.0,3.0,0.0,4.0,21.1 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Very Overstable,https://infinitediscs.com/Kastaplast-Rask
Kastaplast,Berg,1.0,1.0,0.0,2.0,21.1 cm,2.0 cm,1.4 cm,0.9 cm,Beadless,Overstable,https://infinitediscs.com/Kastaplast-Berg
Kastaplast,Reko,3.0,3.0,0.0,1.0,21.2 cm,1.8 cm,1.4 cm,1.0 cm,Beaded,Stable,https://infinitediscs.com/Kastaplast-Reko
Kastaplast,Falk,9.0,6.0,-2.0,1.0,21.1 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Understable,https://infinitediscs.com/Kastaplast-Falk
Kastaplast,Lots,9.0,5.0,-1.0,2.0,21.1 cm,1.5 cm,1.1 cm,1.9 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Lots
Kastaplast,Grym,13.0,5.0,-1.0,2.0,21.2 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Grym
Kastaplast,Gote,4.0,5.0,0.0,1.0,21.9 cm,2.1 cm,1.3 cm,1.3 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Gote
Kastaplast,Kaxe,6.0,4.0,0.0,3.0,21.0 cm,1.9 cm,1.3 cm,1.5 cm,Beadless,Overstable,https://infinitediscs.com/Kastaplast-Kaxe
Kastaplast,Kaxe Z,6.0,5.0,0.0,2.0,21.1 cm,1.9 cm,1.3 cm,1.5 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Kaxe-Z
Kastaplast,Stal,9.0,4.0,0.0,3.0,21.1 cm,1.8 cm,1.1 cm,1.9 cm,Beadless,Very Overstable,https://infinitediscs.com/Kastaplast-Stal
Kastaplast,Grym X,13.0,5.0,-1.0,2.0,21.2 cm,1.6 cm,1.1 cm,2.2 cm,Beadless,Stable,https://infinitediscs.com/Kastaplast-Grym-X
Kaufinator Discs,Kaufinator Nemesis,10.0,6.0,-4.0,2.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Nemesis
Kaufinator Discs,Kaufinator Outlaw,12.0,5.0,-1.0,3.0,21.0 cm,1.6 cm,3.0 cm,2.3 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Outlaw
Kaufinator Discs,Kaufinator Bandit,9.0,5.0,-2.0,1.0,21.3 cm,1.5 cm,1.1 cm,2.0 cm,Beadless,Understable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Bandit
Kaufinator Discs,Kaufinator Phenom,8.0,5.0,-1.0,2.0,21.2 cm,1.7 cm,1.2 cm,1.8 cm,Beadless,Stable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Phenom
Kaufinator Discs,Kaufinator Rival,7.0,5.0,0.0,2.0,21.3 cm,2.0 cm,1.2 cm,1.8 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Rival
Kaufinator Discs,Kaufinator Ghost,4.0,5.0,0.0,3.0,21.7 cm,2.0 cm,1.3 cm,1.2 cm,Beadless,Overstable,https://infinitediscs.com/Kaufinator-Discs-Kaufinator-Ghost
Latitude 64,Ballista,14.0,5.0,-1.0,3.0,21.1 cm,1.7 cm,1.1 cm,2.4 cm,Beadless,Overstable,https://infinitediscs.com/Latitude-64-Ballista
